IncidentNumber,Latitude,Longitude,ApproximateVolumeM3,ReportedDate,ReportedYear,IncidentType_EN_LIST,IncidentStatus_EN,CompanyName_EN,NearestPopulationCenter_EN,ProvinceName_EN,SubstanceName_EN,ReleaseType_EN,PipelinePhase_EN,WerePipelineSystemComponentsInvolved,PipelineComponent_EN_LIST,WhatHappened_EN_LIST,WhyItHappened_EN_LIST
INC2016-002,56.17397,-120.60927,72500.0000,2016-01-01T00:00:00,2016,Release of Substance,Closed,Alliance Pipeline Ltd.,"Taylor, British Columbia",British Columbia,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Equipment Failure,Maintenance
INC2016-001,44.276915,-76.876379,1.2100,2016-01-01T00:00:00,2016,Release of Substance,Closed,TransCanada PipeLines Limited,Kingston,Ontario,Natural Gas - Sweet,Gas,Operation,Yes,Metering,"Corrosion and Cracking,External Interference",Human Factors
INC2015-152,56.04405,-112.43548,Not Applicable,2015-12-31T00:00:00,2015,Fire,Closed,NOVA Gas Transmission Ltd.,Fort McMurray ,Alberta,Not applicable,Not applicable,Construction,No,Not Available,Other Causes,Maintenance
INC2015-150,56.146082,-120.673492,32.0000,2015-12-22T00:00:00,2015,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor,British Columbia,Water,Miscellaneous,Maintenance,Yes,Processing Plant,Incorrect Operation,"Human Factors,Standards and Procedures"
INC2015-148,55.793649,-120.522161,Not Applicable,2015-12-21T00:00:00,2015,Fire,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Dawson Creek,British Columbia,Not applicable,Not applicable,Operation,No,Not Available,Incorrect Operation,Human Factors
INC2015-147,55.04185986,-121.01875585,10.4000,2015-12-18T00:00:00,2015,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission","10.8 km south of Tumbler Ridge, BC",British Columbia,Natural Gas - Sour,Gas,Operation,No,Not Available,Equipment Failure,"Maintenance,Standards and Procedures"
INC2015-146,58.446355,-119.22343,Not Applicable,2015-12-12T00:00:00,2015,Operation Beyond Design Limits,Closed,NOVA Gas Transmission Ltd.,Rainbow Lake,Alberta,Not applicable,Not applicable,Operation,Yes,Pipeline,"Equipment Failure,External Interference",Tools and Equipment
INC2015-145,52.637564,-111.27924,Not Applicable,2015-12-11T00:00:00,2015,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Hardisty AB,Alberta,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2015-144,49.72011504,-96.98386154,1.0000,2015-12-11T00:00:00,2015,Release of Substance,Closed,TransCanada PipeLines Limited,Ile Des Chene,Manitoba,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,"Corrosion and Cracking,Incorrect Operation","Failure in communication,Maintenance"
INC2015-143,43.746944,-79.637222,Not Applicable,2015-12-10T00:00:00,2015,Fire,Closed,TransCanada PipeLines Limited,Brampton,Ontario,Not applicable,Not applicable,Construction,Yes,Vehicle / mobile equipment,"External Interference,Incorrect Operation","Failure in communication,Human Factors,Inadequate Supervision,Maintenance"
INC2015-142,55.9788,-111.98153,Not Applicable,2015-12-05T00:00:00,2015,Fire,Closed,NOVA Gas Transmission Ltd.,Fort McMurray,Alberta,Not applicable,Not applicable,Construction,No,Not Available,Incorrect Operation,Human Factors
INC2015-141,56.0207,-112.18207,Not Applicable,2015-12-04T00:00:00,2015,Fire,Closed,NOVA Gas Transmission Ltd.,Fort McMurray,Alberta,Not applicable,Not applicable,Construction,Yes,Vehicle / mobile equipment,"External Interference,Incorrect Operation",Maintenance
INC2015-140,55.9773,-112.0273,Not Applicable,2015-12-04T00:00:00,2015,Fire,Closed,NOVA Gas Transmission Ltd.,Fort McMurray,Alberta,Not applicable,Not applicable,Construction,Yes,Vehicle / mobile equipment,Other Causes,Maintenance
INC2015-139,42.714906,-82.358961,0.3000,2015-12-01T00:00:00,2015,Release of Substance,Closed,Plains Midstream Canada ULC,Wilkesport,Ontario,Propane,Gas,Operation,Yes,Pigging,"Defect and Deterioration,Equipment Failure",Maintenance
INC2015-138,55.571824,-121.942698,2000.0000,2015-11-26T00:00:00,2015,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission","Chetwynd, BC",British Columbia,Amine,Miscellaneous,Operation,Yes,Processing Plant,Incorrect Operation,"Engineering and Planning,Standards and Procedures"
INC2015-137,54.445071,-117.697381,Not Applicable,2015-11-26T00:00:00,2015,Fire,Closed,NOVA Gas Transmission Ltd.,Fox Creek,Alberta,Not applicable,Not applicable,Construction,Yes,Vehicle / mobile equipment,"Equipment Failure,External Interference","Human Factors,Maintenance"
INC2015-136,55.56909171,-121.94466164,0.0750,2015-11-24T00:00:00,2015,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Hazler,British Columbia,Sulphur,Miscellaneous,Operation,Yes,Processing Plant,"External Interference,Incorrect Operation","Maintenance,Standards and Procedures"
INC2015-135,58.66,-122.69,58.0000,2015-11-23T00:00:00,2015,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,British Columbia,Sulphur,Miscellaneous,Operation,No,Not Available,Incorrect Operation,"Failure in communication,Human Factors,Standards and Procedures"
INC2015-133,56.393465,-121.3719,0.0010,2015-11-20T00:00:00,2015,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Wonowon BC,British Columbia,Natural Gas - Sour,Gas,Operation,No,Not Available,Equipment Failure,Maintenance
INC2015-132,55.56909171,-121.94466164,770.0000,2015-11-17T00:00:00,2015,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,British Columbia,Hydrogen Sulphide,Miscellaneous,Maintenance,Yes,Processing Plant,Incorrect Operation,Standards and Procedures
INC2015-130,57.3,-111.68,Not Applicable,2015-11-10T00:00:00,2015,Adverse Environmental Effects,Closed,NOVA Gas Transmission Ltd.,Fort McKay,Alberta,Not applicable,Not applicable,Construction,No,Not Available,"External Interference,Natural Force Damage",Engineering and Planning
INC2015-129,57.3,-111.68,Not Applicable,2015-11-10T00:00:00,2015,Adverse Environmental Effects,Closed,NOVA Gas Transmission Ltd.,Fort McKay,Alberta,Not applicable,Not applicable,Construction,No,Not Available,External Interference,Engineering and Planning
INC2015-128,57.34,-111.68,Not Applicable,2015-11-10T00:00:00,2015,Adverse Environmental Effects,Closed,NOVA Gas Transmission Ltd.,Fort McKay,Alberta,Not applicable,Not applicable,Construction,No,Not Available,External Interference,Engineering and Planning
INC2015-127,52.61406,-110.96464,14075.0000,2015-11-09T00:00:00,2015,Release of Substance,Closed,NOVA Gas Transmission Ltd.,CFB Wainwright,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Corrosion and Cracking,Maintenance
INC2015-126,49.015601,-97.554021,Not Applicable,2015-11-06T00:00:00,2015,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,"Gretna, MB",Manitoba,Not applicable,Not applicable,Operation,No,Not Available,External Interference,"Failure in communication,Standards and Procedures"
INC2015-125,57.340222,-111.677683,Not Applicable,2015-11-02T00:00:00,2015,Adverse Environmental Effects,Closed,NOVA Gas Transmission Ltd.,Fort McKay ,Alberta,Not applicable,Not applicable,Construction,No,Not Available,External Interference,Engineering and Planning
INC2015-124,58.655,-122.6899,3.5270,2015-10-31T00:00:00,2015,Release of Substance,Submitted,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,British Columbia,Potassium Carbonate,Miscellaneous,Operation,Yes,Processing Plant,Corrosion and Cracking,"Engineering and Planning,Failure in communication,Human Factors,Inadequate Supervision,Maintenance,Standards and Procedures"
INC2015-123,57.3426,-111.74337,1.0000,2015-10-29T00:00:00,2015,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Fort Mackay,Alberta,Natural Gas - Sweet,Gas,Operation,No,Not Available,Defect and Deterioration,Maintenance
INC2015-122,50.481964,-104.568289,4.0000,2015-10-27T00:00:00,2015,Release of Substance,Closed,Plains Midstream Canada ULC,Regina,Saskatchewan,Crude Oil - Sweet,Liquid,Maintenance,No,Not Available,"External Interference,Incorrect Operation","Engineering and Planning,Failure in communication,Human Factors,Inadequate Supervision,Standards and Procedures"
INC2015-121,54.830122,-118.645459,1.2200,2015-10-27T00:00:00,2015,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Grande Prairie,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Compression,"Equipment Failure,External Interference","Human Factors,Maintenance"
INC2015-120,57.340222,-111.671137,Not Applicable,2015-10-25T00:00:00,2015,Adverse Environmental Effects,Submitted,NOVA Gas Transmission Ltd.,Fort McKay,Alberta,Not applicable,Not applicable,Construction,No,Not Available,External Interference,Engineering and Planning
INC2015-119,50.362699,-104.045302,Not Applicable,2015-10-21T00:00:00,2015,Serious Injury (CER or TSB),Closed,Enbridge Pipelines Inc.,"Vibank, Saskatchewan",Saskatchewan,Not applicable,Not applicable,Maintenance,Yes,Vehicle / mobile equipment,Incorrect Operation,Human Factors
INC2015-118,49.752443,-101.241633,30.0000,2015-10-16T00:00:00,2015,Release of Substance,Closed,Enbridge Pipelines Inc.,"Cromer, MB",Manitoba,Crude Oil - Sweet,Liquid,Maintenance,No,Not Available,"External Interference,Incorrect Operation","Failure in communication,Human Factors,Inadequate Supervision"
INC2015-116,42.95261,-82.37433,Not Applicable,2015-10-14T00:00:00,2015,Fire,Closed,Enbridge Pipelines Inc.,Sarnia,Ontario,Not applicable,Not applicable,Maintenance,No,Not Available,External Interference,Maintenance
INC2015-115,49.325059,-102.297403,1.0000,2015-10-09T00:00:00,2015,Release of Substance,Closed,Alliance Pipeline Ltd.,"Alameda, Saskatchewan",Saskatchewan,Natural Gas - Sweet,Gas,Operation,Yes,Compression,External Interference,Engineering and Planning
INC2015-114,49.325059,-102.297403,1.0000,2015-10-01T00:00:00,2015,Release of Substance,Closed,Alliance Pipeline Ltd.,"Alameda, Saskatchewan",Saskatchewan,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Incorrect Operation,Inadequate Supervision
INC2015-113,55.571,-121.94,32.6000,2015-09-29T00:00:00,2015,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission","Hasler BC , Chetwynd BC",British Columbia,Natural Gas - Sour,Gas,Operation,Yes,Processing Plant,Corrosion and Cracking,Engineering and Planning
INC2015-112,46.11317,-64.71534,0.0001,2015-09-24T00:00:00,2015,Release of Substance,Closed,Maritimes & Northeast Pipeline Management Ltd.,"Moncton, NB",New Brunswick,Odourant,Miscellaneous,Operation,Yes,Metering,Equipment Failure,Maintenance
INC2015-110,58.65324554,-122.68482307,11.6110,2015-09-18T00:00:00,2015,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,British Columbia,Natural Gas - Sour,Gas,Maintenance,Yes,Processing Plant,Corrosion and Cracking,"Maintenance,Standards and Procedures"
INC2015-109,49.749362,-101.244345,0.0076,2015-09-16T00:00:00,2015,Release of Substance,Closed,Enbridge Pipelines Inc.,"Cromer, MB",Manitoba,Natural Gas Liquids,Gas,Operation,Yes,Pumping,External Interference,Maintenance
INC2015-108,50.482928,-104.586263,0.0001,2015-09-14T00:00:00,2015,Release of Substance,Closed,Enbridge Pipelines Inc.,City of Regina,Saskatchewan,Natural Gas Liquids,Gas,Operation,Yes,Pumping,"Equipment Failure,External Interference,Incorrect Operation",Tools and Equipment
INC2015-107,53.195074,-111.90868,9744.0000,2015-09-13T00:00:00,2015,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Bruce,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Corrosion and Cracking,Maintenance
INC2015-105,45.177234,-61.62299574,198.0000,2015-09-11T00:00:00,2015,Release of Substance,Closed,EnCana Corporation,Goldboro,Nova Scotia,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,"Defect and Deterioration,External Interference,Incorrect Operation",Maintenance
INC2015-104,53.914064,-111.700742,9510.0000,2015-09-06T00:00:00,2015,Release of Substance,Closed,NOVA Gas Transmission Ltd.,"St.Paul, Alberta",Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Corrosion and Cracking,Maintenance
INC2015-103,55.42619,-122.67658,92300.0000,2015-08-31T00:00:00,2015,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission","Mackenzie, BC",British Columbia,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Equipment Failure,Engineering and Planning
INC2015-102,55.6499,-122.20722,Not Applicable,2015-08-30T00:00:00,2015,Explosion,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,British Columbia,Not applicable,Not applicable,Operation,Yes,Compression,External Interference,"Engineering and Planning,Maintenance"
INC2015-101,54.095881,-112.305035,Not Applicable,2015-08-28T00:00:00,2015,Fire,Closed,NOVA Gas Transmission Ltd.,Smoky Lake,Alberta,Not applicable,Not applicable,Operation,Yes,Compression,Equipment Failure,Maintenance
INC2015-100,44.889561,-75.295674,0.0100,2015-08-27T00:00:00,2015,Release of Substance,Closed,TransCanada PipeLines Limited,Iroquois,Ontario,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Corrosion and Cracking,Engineering and Planning
INC2015-098,58.65324554,-122.68482307,135.0000,2015-08-24T00:00:00,2015,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,British Columbia,Natural Gas - Sour,Gas,Operation,Yes,Processing Plant,"Equipment Failure,Incorrect Operation","Failure in communication,Inadequate Supervision"
INC2015-097,52.639314,-111.27931,Not Applicable,2015-08-24T00:00:00,2015,"Explosion,Fire",Closed,Enbridge Pipelines Inc.,"Hardisty, Alberta",Alberta,Not applicable,Not applicable,Operation,Yes,Pumping,Corrosion and Cracking,"Engineering and Planning,Human Factors,Inadequate Procurement"
INC2015-096,51.32322,-113.37743,0.0010,2015-08-21T00:00:00,2015,Release of Substance,Closed,NOVA Gas Transmission Ltd.,"Beiseker, AB",Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Metering,Corrosion and Cracking,Maintenance
INC2015-095,56.337317,-119.910103,2366.0000,2015-08-19T00:00:00,2015,Release of Substance,Closed,NOVA Gas Transmission Ltd.,"Fort St. John, B.C.",Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Corrosion and Cracking,Maintenance
INC2015-093,55.791,-120.526,2.1180,2015-08-18T00:00:00,2015,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Dawson Creek,British Columbia,Propane,Gas,Operation,No,Not Available,External Interference,Engineering and Planning
INC2015-092,44.682404,-75.622458,0.0100,2015-08-18T00:00:00,2015,Release of Substance,Closed,TransCanada PipeLines Limited,Brockville,Ontario,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Natural Force Damage,Engineering and Planning
INC2015-091,55.57,-121.94,164.0000,2015-08-17T00:00:00,2015,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd BC,British Columbia,Natural Gas - Sour,Gas,Operation,Yes,Processing Plant,Corrosion and Cracking,Maintenance
INC2015-090,54.4245,-117.75955,Not Applicable,2015-08-06T00:00:00,2015,Operation Beyond Design Limits,Closed,Alliance Pipeline Ltd.,Valleyview,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Incorrect Operation,"Engineering and Planning,Failure in communication"
INC2015-088,54.830119,-118.646961,Not Applicable,2015-07-30T00:00:00,2015,Operation Beyond Design Limits,Closed,NOVA Gas Transmission Ltd.,"Grand Prairie, Alberta",Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Engineering and Planning
INC2015-087,56.14512,-120.66429,20.0000,2015-07-24T00:00:00,2015,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor BC,British Columbia,Produced Water,Miscellaneous,Operation,Yes,Processing Plant,"Equipment Failure,External Interference",Engineering and Planning
INC2015-085,51.94,-109.18,28.0000,2015-07-23T00:00:00,2015,Release of Substance,Closed,Alliance Pipeline Ltd.,"Kerrobert Station is approximately 4km NW of the town of Kerrobert, Saskatchewan",Saskatchewan,Natural Gas - Sweet,Gas,Operation,Yes,Compression,External Interference,Engineering and Planning
INC2015-084,50.482934,-104.586279,0.0001,2015-07-20T00:00:00,2015,Release of Substance,Closed,Enbridge Pipelines Inc.,"Regina, Saskatchewan",Saskatchewan,Natural Gas Liquids,Gas,Operation,Yes,Pumping,"Equipment Failure,External Interference,Incorrect Operation",Maintenance
INC2015-083,58.654643,-122.68924,13.4000,2015-07-16T00:00:00,2015,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission","Fort Nelson, BC",British Columbia,Natural Gas - Sour,Gas,Operation,Yes,Pigging,Equipment Failure,Maintenance
INC2015-082,55.56909171,-121.94466164,1.8000,2015-07-14T00:00:00,2015,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,British Columbia,Sulphur,Miscellaneous,Operation,Yes,Processing Plant,Incorrect Operation,Standards and Procedures
