Incidents,Latitude,Longitude,Volume approx. rejeté,Date/année du signalement,Type d’incident,État,Société,Centre de population le plus près,Provinces,Substance, Type de rejet,Étape du cycle de vie,Des composantes du réseau ont-elles été en cause?,Composantes en cause,Ce qui s’est passé,Causes
INC2015-110,58.65324554,-122.68482307,11.6110,2015-09-18T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,Colombie-Britannique,Gaz naturel - sulfureux,Gaz,Entretien,Yes,Usine de traitement,Corrosion et fissuration,"Entretien,Normes et procédures"
INC2015-109,49.749362,-101.244345,0.0076,2015-09-16T00:00:00,Déversement de substance,Fermé,Enbridge Pipelines Inc.,"Cromer, MB",Manitoba,Liquides de gaz naturel,Gaz,Exploitation,Yes,Pompage,Interférences extérieures,Entretien
INC2015-108,50.482928,-104.586263,0.0001,2015-09-14T00:00:00,Déversement de substance,Fermé,Enbridge Pipelines Inc.,City of Regina,Saskatchewan,Liquides de gaz naturel,Gaz,Exploitation,Yes,Pompage,"Défaillance d’équipement,Interférences extérieures,Erreur d’exploitation",Outils et équipement
INC2015-107,53.195074,-111.90868,9744.0000,2015-09-13T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Bruce,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Corrosion et fissuration,Entretien
INC2015-105,45.177234,-61.62299574,198.0000,2015-09-11T00:00:00,Déversement de substance,Fermé,EnCana Corporation,Goldboro,Nouvelle-Écosse,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,"Défectuosité et détérioration,Interférences extérieures,Erreur d’exploitation",Entretien
INC2015-104,53.914064,-111.700742,9510.0000,2015-09-06T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,"St.Paul, Alberta",Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Corrosion et fissuration,Entretien
INC2015-103,55.42619,-122.67658,92300.0000,2015-08-31T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission","Mackenzie, BC",Colombie-Britannique,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défaillance d’équipement,Ingénierie et planification
INC2015-102,55.6499,-122.20722,Sans objet,2015-08-30T00:00:00,Explosion,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,Colombie-Britannique,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Compression,Interférences extérieures,"Ingénierie et planification,Entretien"
INC2015-101,54.095881,-112.305035,Sans objet,2015-08-28T00:00:00,Incendie,Fermé,NOVA Gas Transmission Ltd.,Smoky Lake,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Compression,Défaillance d’équipement,Entretien
INC2015-100,44.889561,-75.295674,0.0100,2015-08-27T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Iroquois,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Corrosion et fissuration,Ingénierie et planification
INC2015-098,58.65324554,-122.68482307,135.0000,2015-08-24T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,Colombie-Britannique,Gaz naturel - sulfureux,Gaz,Exploitation,Yes,Usine de traitement,"Défaillance d’équipement,Erreur d’exploitation","Problème de communication,Supervision insuffisante"
INC2015-097,52.639314,-111.27931,Sans objet,2015-08-24T00:00:00,"Explosion,Incendie",Fermé,Enbridge Pipelines Inc.,"Hardisty, Alberta",Alberta,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Pompage,Corrosion et fissuration,"Ingénierie et planification,Facteurs humains,Approvisionnement inadéquat"
INC2015-096,51.32322,-113.37743,0.0010,2015-08-21T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,"Beiseker, AB",Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Corrosion et fissuration,Entretien
INC2015-095,56.337317,-119.910103,2366.0000,2015-08-19T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,"Fort St. John, B.C.",Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Corrosion et fissuration,Entretien
INC2015-093,55.791,-120.526,2.1180,2015-08-18T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Dawson Creek,Colombie-Britannique,Propane,Gaz,Exploitation,No,Non disponible,Interférences extérieures,Ingénierie et planification
INC2015-092,44.682404,-75.622458,0.0100,2015-08-18T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Brockville,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Forces de la nature,Ingénierie et planification
INC2015-091,55.57,-121.94,164.0000,2015-08-17T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd BC,Colombie-Britannique,Gaz naturel - sulfureux,Gaz,Exploitation,Yes,Usine de traitement,Corrosion et fissuration,Entretien
INC2015-090,54.4245,-117.75955,Sans objet,2015-08-06T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Alliance Pipeline Ltd.,Valleyview,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Erreur d’exploitation,"Ingénierie et planification,Problème de communication"
INC2015-088,54.830119,-118.646961,Sans objet,2015-07-30T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,NOVA Gas Transmission Ltd.,"Grand Prairie, Alberta",Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Ingénierie et planification
INC2015-087,56.14512,-120.66429,20.0000,2015-07-24T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor BC,Colombie-Britannique,Eau produite,Divers,Exploitation,Yes,Usine de traitement,"Défaillance d’équipement,Interférences extérieures",Ingénierie et planification
INC2015-085,51.94,-109.18,28.0000,2015-07-23T00:00:00,Déversement de substance,Fermé,Alliance Pipeline Ltd.,"Kerrobert Station is approximately 4km NW of the town of Kerrobert, Saskatchewan",Saskatchewan,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Interférences extérieures,Ingénierie et planification
INC2015-084,50.482934,-104.586279,0.0001,2015-07-20T00:00:00,Déversement de substance,Fermé,Enbridge Pipelines Inc.,"Regina, Saskatchewan",Saskatchewan,Liquides de gaz naturel,Gaz,Exploitation,Yes,Pompage,"Défaillance d’équipement,Interférences extérieures,Erreur d’exploitation",Entretien
INC2015-083,58.654643,-122.68924,13.4000,2015-07-16T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission","Fort Nelson, BC",Colombie-Britannique,Gaz naturel - sulfureux,Gaz,Exploitation,Yes,Raclage,Défaillance d’équipement,Entretien
INC2015-082,55.56909171,-121.94466164,1.8000,2015-07-14T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,Colombie-Britannique,Soufre,Divers,Exploitation,Yes,Usine de traitement,Erreur d’exploitation,Normes et procédures
INC2015-081,54.830119,-118.646961,Sans objet,2015-07-13T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,NOVA Gas Transmission Ltd.,"Grande Prairie, Alberta",Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Ingénierie et planification
INC2015-080,54.61366745,-118.21160685,1.0000,2015-07-13T00:00:00,Déversement de substance,Fermé,Alliance Pipeline Ltd.,Karr Receipt Point is approximately 95 km SE of Grande Prairie,Alberta,Gaz Naturel - non sulfureux,Gaz,Entretien,Yes,Comptage,Erreur d’exploitation,Problème de communication
INC2015-079,50.749402,-120.856615,Sans objet,2015-07-10T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission","Savona, BC",Colombie-Britannique,N'est pas applicable,N'est pas applicable,Entretien,No,Non disponible,"Interférences extérieures,Erreur d’exploitation","Problème de communication,Facteurs humains,Normes et procédures"
INC2015-078,55.56909171,-121.94466164,Sans objet,2015-07-10T00:00:00,Effets environnementaux négatifs,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,Colombie-Britannique,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Interférences extérieures,Ingénierie et planification
INC2015-077,55.56909171,-121.94466164,Sans objet,2015-07-10T00:00:00,Incendie,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,Colombie-Britannique,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Usine de traitement,"Interférences extérieures,Erreur d’exploitation",Normes et procédures
INC2015-075,56.1441,-120.66393,Sans objet,2015-07-03T00:00:00,Incendie,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission","Taylor, BC",Colombie-Britannique,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Usine de traitement,Interférences extérieures,Normes et procédures
INC2015-074,55.572,-121.944,526.0000,2015-07-01T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission","Chetwynd, BC",Colombie-Britannique,Gaz naturel - sulfureux,Gaz,Exploitation,Yes,Raclage,Défectuosité et détérioration,Outils et équipement
INC2015-073,52.63471,-111.2641,16.0000,2015-06-27T00:00:00,Déversement de substance,Fermé,Express Pipeline Ltd.,Hardisty,Alberta,Pétrole brut non sulfureux,Liquide,Exploitation,No,Non disponible,Interférences extérieures,"Facteurs humains,Entretien"
INC2015-071,56.14630285,-120.66916931,2.0000,2015-06-19T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor,Colombie-Britannique,Huile usée,Liquide,Exploitation,Yes,Compression,"Corrosion et fissuration,Interférences extérieures",Ingénierie et planification
INC2015-070,50.2520045,-104.408497,1.0000,2015-06-18T00:00:00,Déversement de substance,Fermé,Alliance Pipeline Ltd.,"Regina, Saskatchewan",Saskatchewan,Gaz Naturel - non sulfureux,Gaz,Entretien,Yes,Compression,Interférences extérieures,Ingénierie et planification
INC2015-064,56.145,-120.67,41.0000,2015-05-26T00:00:00,Déversement de substance,Soumis,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor,Colombie-Britannique,Eau contaminée,Divers,Exploitation,No,Non disponible,"Interférences extérieures,Erreur d’exploitation","Ingénierie et planification,Problème de communication,Facteurs humains"
INC2015-063,55.79306,-120.52312,2.0000,2015-05-25T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Dawson Creek,Colombie-Britannique,Propane,Gaz,Exploitation,Yes,Pipeline,Interférences extérieures,Ingénierie et planification
INC2015-062,50.483487,-104.587856,Sans objet,2015-05-25T00:00:00,Incendie,Fermé,Enbridge Pipelines Inc.,Regina,Saskatchewan,N'est pas applicable,N'est pas applicable,Construction,No,Non disponible,Erreur d’exploitation,Facteurs humains
INC2015-061,52.63188,-111.282521,Sans objet,2015-05-22T00:00:00,Incendie,Fermé,Enbridge Pipelines Inc.,Hardisty,Alberta,N'est pas applicable,N'est pas applicable,Construction,No,Non disponible,Interférences extérieures,"Facteurs humains,Supervision insuffisante"
INC2015-060,49.29537,-88.10128,2.0000,2015-05-22T00:00:00,Déversement de substance,Soumis,TransCanada PipeLines Limited,"Nipigon, Ontario",Ontario,Huile lubrifiante,Liquide,Exploitation,Yes,Compression,Corrosion et fissuration,Ingénierie et planification
INC2015-059,49.29045,-122.95047,Sans objet,2015-05-20T00:00:00,Incendie,Fermé,Trans Mountain Pipeline ULC,Burnaby BC,Colombie-Britannique,N'est pas applicable,N'est pas applicable,Entretien,Yes,V&eacute;hicule / &eacute;quipement mobile,Interférences extérieures,Entretien
INC2015-058,53.551922,-113.351563,Sans objet,2015-05-13T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Edmonton,Alberta,N'est pas applicable,N'est pas applicable,Entretien,No,Non disponible,Interférences extérieures,"Ingénierie et planification,Normes et procédures"
INC2015-057,53.537622,-113.368289,Sans objet,2015-05-13T00:00:00,Incendie,Fermé,Enbridge Pipelines Inc.,Edmonton,Alberta,N'est pas applicable,N'est pas applicable,Construction,No,Non disponible,Interférences extérieures,Supervision insuffisante
INC2015-056,50.16626,-110.59318,3400000.0000,2015-05-12T00:00:00,Déversement de substance,Soumis,NOVA Gas Transmission Ltd.,"Medicine Hat, Alberta",Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,"Erreur d’exploitation,Forces de la nature","Ingénierie et planification,Forces de la nature ou environnement"
INC2015-055,49.78942,-92.76552,0.1000,2015-05-12T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Dryden,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,"Corrosion et fissuration,Erreur d’exploitation",Ingénierie et planification
INC2015-054,52.640194,-122.447333,1.0000,2015-05-11T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission","Quesnel, BC",Colombie-Britannique,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défaillance d’équipement,Entretien
INC2015-053,49.538348,-99.289286,Sans objet,2015-05-11T00:00:00,Incendie,Fermé,Enbridge Pipelines Inc.,Glenboro Manitoba,Manitoba,N'est pas applicable,N'est pas applicable,Entretien,No,Non disponible,Interférences extérieures,Normes et procédures
INC2015-052,51.586,-107.959,Sans objet,2015-05-09T00:00:00,Incendie,Fermé,Enbridge Pipelines Inc.,Rosetown,Saskatchewan,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Erreur d’exploitation,Facteurs humains
INC2015-051,56.146,-120.671,262.0000,2015-05-09T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor,Colombie-Britannique,Butane,Gaz,Exploitation,No,Non disponible,Interférences extérieures,"Ingénierie et planification,Facteurs humains,Entretien,Normes et procédures"
INC2015-050,46.16167,-65.34959,10374.0000,2015-05-09T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Salisbury,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défaillance d’équipement,Entretien
INC2015-049,55.81518,-119.36579,0.1000,2015-05-06T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,"Spririt River, Alberta",Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,"Corrosion et fissuration,Défectuosité et détérioration",Ingénierie et planification
INC2015-046,54.69512814,-110.72729395,41380.0000,2015-05-04T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Cold Lake,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,"Corrosion et fissuration,Interférences extérieures",Entretien
INC2015-045,42.469356,-82.369772,1.8200,2015-04-28T00:00:00,Déversement de substance,Fermé,Plains Midstream Canada ULC,Grand Pointe,Ontario,Mélange d'hydrocarbures à HPV,Gaz,Exploitation,Yes,Pompage,"Interférences extérieures,Erreur d’exploitation",Outils et équipement
INC2015-044,56.14630285,-120.66916931,2.5000,2015-04-22T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor,Colombie-Britannique,Amine,Divers,Entretien,No,Non disponible,"Interférences extérieures,Erreur d’exploitation",Facteurs humains
INC2015-043,53.010185,-118.100442,Sans objet,2015-04-21T00:00:00,Blessure grave (Office ou BST),Fermé,Trans Mountain Pipeline ULC,Jasper,Alberta,N'est pas applicable,N'est pas applicable,Construction,No,Non disponible,Erreur d’exploitation,Normes et procédures
INC2015-042,56.1463,-120.66917,268.0000,2015-04-20T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor,Colombie-Britannique,Eau,Divers,Exploitation,Yes,Usine de traitement,Interférences extérieures,Entretien
INC2015-041,55.786645,-118.9348,Sans objet,2015-04-19T00:00:00,Incendie,Fermé,Pembina Energy Services Inc.,Spirit River,Alberta,N'est pas applicable,N'est pas applicable,Construction,No,Non disponible,Erreur d’exploitation,"Problème de communication,Facteurs humains,Supervision insuffisante"
INC2015-038,49.752741,-101.238774,Sans objet,2015-04-16T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Cromer,Manitoba,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,"Interférences extérieures,Erreur d’exploitation","Problème de communication,Entretien,Normes et procédures,Outils et équipement"
