Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Status,Latitude,Longitude,Pipeline Phase,Approximate Volume Released (m³),Substance,Release Type,Year,WhatHappened,WhyItHappened,Were Pipeline System Components Involved?,Pipeline System Components Involved
INC2011-177,Fire,12/2/2011,Fort Frances,Ontario,Centra Transmission Holdings Inc.,Closed,48.613425,-93.417778,Construction,Not Applicable,Not Applicable,Not Applicable,2011,Equipment Failure,Standards and Procedures,1,
INC2011-178,Release of Substance,12/5/2011,Huntsville,Ontario,TransCanada PipeLines Limited,Closed,45.375736,-79.239306,Maintenance,Not Provided,Natural Gas - Sweet,Gas,2011,Defect & Deterioration,Engineering and Planning,1,
INC2011-179,Release of Substance,12/6/2011,Amisk,Alberta,NOVA Gas Transmission Ltd.,Closed,52.54673,-111.03052,Operation,Not Provided,Natural Gas - Sweet,Gas,2011,Corrosion & Cracking,Maintenance,1,
INC2011-180,Release of Substance,12/7/2011,Glenboro,Manitoba,Enbridge Pipelines Inc.,Closed,49.54445,-99.3207,Operation,7,Crude Oil - Sweet,Liquid,2011,Equipment Failure,Maintenance,1,Storage Facility
INC2011-183,Release of Substance,12/14/2011,Steelman,Saskatchewan,Enbridge Pipelines (Westspur) Inc.,Closed,49.28813,-102.63736,Operation,2,Crude Oil - Sweet,Liquid,2011,Incorrect Operation,Standards and Procedures,1,
INC2011-185,Release of Substance,12/20/2011,Ignace,Ontario,TransCanada PipeLines Limited,Closed,49.26712,-91.23269,Operation,Not Provided,Natural Gas - Sweet,Gas,2011,Defect & Deterioration,Maintenance,1,Pipeline
INC2011-186,Release of Substance,12/21/2011,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.251566,-66.097871,Operation,236,Natural Gas - Sweet,Gas,2011,Equipment Failure,Maintenance,1,
INC2012-002,Release of Substance,1/4/2012,Kapuskasing,Ontario,TransCanada PipeLines Limited,Closed,49.3881,-82.43604,Operation,Not Provided,Natural Gas - Sweet,Gas,2012,Equipment Failure,Maintenance,1,Pipeline
INC2012-003,Release of Substance,1/6/2012,Burlington,Ontario,TransCanada PipeLines Limited,Closed,43.37273,-79.83172,Operation,6,Natural Gas - Sweet,Gas,2012,Equipment Failure,Maintenance,1,
INC2012-004,Operation Beyond Design Limits,1/7/2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,Operation,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,1,"Pumping Station,Pipeline"
INC2012-005,Serious Injury (NEB or TSB),1/9/2012,Fort Nelson,British Columbia,NOVA Gas Transmission Ltd.,Closed,59.04522,-121.26857,Construction,Not Applicable,Not Applicable,Not Applicable,2012,Incorrect Operation,"Engineering and Planning,Human Factors,Standards and Procedures",1,
INC2012-006,Release of Substance,1/10/2012,Cobourg,Ontario,TransCanada PipeLines Limited,Closed,44.04676,-78.00709,Operation,Not Provided,Natural Gas - Sweet,Gas,2012,Equipment Failure,Maintenance,1,Pipeline
INC2012-007,Release of Substance,1/15/2012,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.70181,-121.63465,Operation,Not Provided,Natural Gas - Sour,Gas,2012,Equipment Failure,Maintenance,1,
INC2012-009,Operation Beyond Design Limits,1/17/2012,Clearwater,British Columbia,Trans Mountain Pipeline ULC,Closed,51.5659,-120.16191,Operation,Not Applicable,Not Applicable,Not Applicable,2012,Incorrect Operation,Maintenance,1,Pumping Station
INC2012-010,Release of Substance,1/18/2012,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.19155,-118.19433,Operation,Not Provided,Natural Gas - Sweet,Gas,2012,Equipment Failure,Maintenance,1,Pipeline
INC2012-011,Fire,1/20/2012,Prespatou,Alberta,NOVA Gas Transmission Ltd.,Closed,57.36771,-119.75255,Construction,Not Applicable,Not Applicable,Not Applicable,2012,Incorrect Operation,Standards and Procedures,0,
INC2012-013,Fire,1/19/2012,Assumption,Alberta,NOVA Gas Transmission Ltd.,Closed,57.37269,-119.13156,Construction,Not Applicable,Not Applicable,Not Applicable,2012,External Interference,Maintenance,1,
INC2012-014,Fire,1/19/2012,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Closed,51.86534,-109.02627,Construction,Not Applicable,Not Applicable,Not Applicable,2012,"External Interference,Incorrect Operation","Human Factors,Maintenance",0,
INC2012-015,Fire,1/21/2012,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.38062,-119.18572,Construction,Not Applicable,Not Applicable,Not Applicable,2012,Incorrect Operation,Inadequate Supervision,0,
INC2012-016,Release of Substance,1/24/2012,Abbotsford,British Columbia,Trans Mountain Pipeline ULC,Closed,49.07801,-122.20215,Operation,90,Crude Oil - Sweet,Liquid,2012,Defect & Deterioration,"Engineering and Planning,Human Factors,Maintenance,Natural or Environmental Forces,Standards and Procedures",1,Metering Station
INC2012-017,"Fire,Release of Substance",1/25/2012,Fort Nelson,British Columbia,NOVA Gas Transmission Ltd.,Closed,59.20208,-121.62187,Construction,0.001,Propane,Gas,2012,Incorrect Operation,Maintenance,0,
INC2012-018,Fire,1/25/2012,Cheecham,Alberta,NOVA Gas Transmission Ltd.,Closed,56.19745,-110.86556,Construction,Not Applicable,Not Applicable,Not Applicable,2012,External Interference,Maintenance,1,
INC2012-019,Release of Substance,1/26/2012,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.274038,-66.0275,Operation,Not Provided,Natural Gas - Sweet,Gas,2012,Equipment Failure,Maintenance,1,Pipeline
INC2012-020,Serious Injury (NEB or TSB),1/27/2012,Cheecham,Alberta,NOVA Gas Transmission Ltd.,Closed,56.25495,-110.89551,Construction,Not Applicable,Not Applicable,Not Applicable,2012,Incorrect Operation,Inadequate Supervision,0,
INC2012-021,Release of Substance,2/3/2012,Shaunavon,Saskatchewan,Foothills Pipe Lines (Saskatchewan) Ltd.,Closed,49.78627,-108.72239,Maintenance,Not Provided,Natural Gas - Sweet,Gas,2012,Equipment Failure,Maintenance,1,
INC2012-022,"Fire,Release of Substance",2/3/2012,Cheecham,Alberta,NOVA Gas Transmission Ltd.,Closed,56.18776,-110.86149,Construction,Not Provided,Mixed HVP Hydrocarbons,Gas,2012,External Interference,Standards and Procedures,0,
INC2012-023,Fire,2/6/2012,Thorndale,Ontario,Enbridge Pipelines Inc.,Closed,43.14439,-81.21239,Operation,Not Applicable,Not Applicable,Not Applicable,2012,"Corrosion & Cracking,Defect & Deterioration",Maintenance,1,Pipeline
INC2012-024,Fire,2/7/2012,Burstall,Saskatchewan,Foothills Pipe Lines Ltd.,Closed,50.66225,-110.01655,Maintenance,Not Applicable,Not Applicable,Not Applicable,2012,Incorrect Operation,Engineering and Planning,0,
INC2012-026,Serious Injury (NEB or TSB),2/9/2012,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.697588,-121.629633,Maintenance,Not Applicable,Not Applicable,Not Applicable,2012,External Interference,Standards and Procedures,0,
INC2012-027,Release of Substance,2/13/2012,Vermilion Bay,Ontario,TransCanada PipeLines Limited,Closed,49.82818,-93.63726,Operation,Not Provided,Natural Gas - Sweet,Gas,2012,Defect & Deterioration,Engineering and Planning,1,Pipeline
INC2012-028,Release of Substance,2/13/2012,Vermilion Bay,Ontario,TransCanada PipeLines Limited,Closed,49.82797,-93.63666,Operation,Not Provided,Natural Gas - Sweet,Gas,2012,Equipment Failure,Engineering and Planning,1,
INC2012-029,Release of Substance,2/15/2012,Fredericton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.895524,-66.542645,Operation,Not Provided,Natural Gas - Sweet,Gas,2012,Equipment Failure,Maintenance,1,
INC2012-031,Fire,2/16/2012,Nipigon,Ontario,TransCanada PipeLines Limited,Closed,49.29549,-88.10056,Maintenance,Not Applicable,Not Applicable,Not Applicable,2012,"External Interference,Incorrect Operation",Inadequate Supervision,0,
INC2012-032,Release of Substance,2/21/2012,Haileybury,Ontario,TransCanada PipeLines Limited,Closed,47.44682,-79.76273,Operation,Not Provided,Natural Gas - Sweet,Gas,2012,Corrosion & Cracking,Maintenance,1,Pipeline
INC2012-038,Release of Substance,2/29/2012,Athabasca,Alberta,NOVA Gas Transmission Ltd.,Closed,54.64742,-112.80015,Operation,65,Natural Gas - Sweet,Gas,2012,Equipment Failure,Maintenance,1,
INC2012-040,Release of Substance,3/1/2012,Brandon,Manitoba,TransCanada PipeLines Limited,Closed,50.07461,-100.00038,Operation,1400,Fuel Gas,Gas,2012,Equipment Failure,Maintenance,1,Pipeline
INC2012-041,Release of Substance,3/2/2012,Spirit River,Alberta,NOVA Gas Transmission Ltd.,Closed,55.7578,-118.30145,Operation,Not Provided,Natural Gas - Sweet,Gas,2012,Corrosion & Cracking,Standards and Procedures,1,
INC2012-044,Operation Beyond Design Limits,3/13/2012,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.54727,-113.35571,Operation,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,1,"Pumping Station,Pipeline"
INC2012-045,Release of Substance,3/13/2012,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.274038,-66.0275,Operation,Not Provided,Natural Gas - Sweet,Gas,2012,Defect & Deterioration,Maintenance,1,
INC2012-048,Release of Substance,3/29/2012,Whitburn,Alberta,NOVA Gas Transmission Ltd.,Closed,55.81522,-119.36594,Construction,Not Provided,Natural Gas - Sweet,Gas,2012,Incorrect Operation,Inadequate Supervision,1,
INC2012-049,Release of Substance,3/30/2012,Iroquois,Ontario,TransCanada PipeLines Limited,Closed,44.88671,-75.29431,Operation,Not Provided,Natural Gas - Sweet,Gas,2012,Defect & Deterioration,Maintenance,1,
INC2012-051,Release of Substance,4/13/2012,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.27614,-66.02945,Operation,Not Provided,Natural Gas - Sweet,Gas,2012,Equipment Failure,Maintenance,1,
INC2012-053,Fire,4/23/2012,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.54746,-113.35569,Maintenance,Not Applicable,Not Applicable,Not Applicable,2012,"External Interference,Incorrect Operation",Standards and Procedures,0,
INC2012-054,Operation Beyond Design Limits,4/23/2012,Toronto,Ontario,Trans-Northern Pipelines Inc.,Closed,43.693367,-79.609444,Operation,Not Applicable,Not Applicable,Not Applicable,2012,Equipment Failure,Standards and Procedures,1,
INC2012-056,Release of Substance,5/3/2012,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.23904,-66.1031,Operation,Not Provided,Natural Gas - Sweet,Gas,2012,Equipment Failure,Maintenance,1,
INC2012-057,Fire,5/5/2012,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.64991,-122.20723,Operation,Not Applicable,Not Applicable,Not Applicable,2012,"Equipment Failure,External Interference",Maintenance,1,Pipeline
INC2012-059,Release of Substance,5/8/2012,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,54.830521,-118.647866,Maintenance,Not Provided,Natural Gas - Sweet,Gas,2012,Corrosion & Cracking,Maintenance,1,Pumping Station
INC2012-060,Release of Substance,5/9/2012,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.258307,-66.093651,Operation,Not Provided,Natural Gas - Sweet,Gas,2012,"Defect & Deterioration,Equipment Failure",Engineering and Planning,1,
INC2012-061,Release of Substance,5/9/2012,Valleyview,Alberta,NOVA Gas Transmission Ltd.,Closed,55.16008,-117.8411,Operation,Not Provided,Natural Gas - Sweet,Gas,2012,Equipment Failure,Maintenance,1,
INC2012-062,Fire,5/14/2012,Glenavon,Saskatchewan,Enbridge Pipelines Inc.,Closed,50.18704,-103.17201,Operation,Not Applicable,Not Applicable,Not Applicable,2012,"External Interference,Incorrect Operation","Human Factors,Inadequate Supervision,Standards and Procedures",0,
INC2012-063,Release of Substance,5/14/2012,Matheson,Ontario,TransCanada PipeLines Limited,Closed,48.41782,-80.33662,Operation,200,Natural Gas - Sweet,Gas,2012,Equipment Failure,Maintenance,1,"Pipeline,Compression Station"
INC2012-064,Release of Substance,5/15/2012,Medicine Hat,Alberta,NOVA Gas Transmission Ltd.,Closed,50.08985,-110.72397,Operation,Not Provided,Natural Gas - Sweet,Gas,2012,Equipment Failure,Maintenance,1,
INC2012-065,Release of Substance,5/16/2012,Mattice,Ontario,TransCanada PipeLines Limited,Closed,49.58892,-83.16656,Operation,Not Provided,Natural Gas - Sweet,Gas,2012,Corrosion & Cracking,"Engineering and Planning,Maintenance",0,Pipeline
INC2012-067,Fire,5/28/2012,Fox Creek,Alberta,NOVA Gas Transmission Ltd.,Closed,54.34678,-116.87308,Operation,Not Applicable,Not Applicable,Not Applicable,2012,External Interference,Maintenance,1,
INC2012-068,Release of Substance,5/30/2012,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.36666,-119.75241,Operation,Not Provided,Natural Gas - Sweet,Gas,2012,Corrosion & Cracking,"Maintenance,Standards and Procedures",1,
INC2012-069,Operation Beyond Design Limits,5/31/2012,Edson,Alberta,NOVA Gas Transmission Ltd.,Closed,53.96051,-116.46002,Operation,Not Applicable,Not Applicable,Not Applicable,2012,Incorrect Operation,Maintenance,0,
INC2012-070,Serious Injury (NEB or TSB),6/6/2012,Dawson Creek,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.81403,-120.86935,Construction,Not Applicable,Not Applicable,Not Applicable,2012,Incorrect Operation,"Human Factors,Inadequate Supervision",0,
INC2012-071,Fire,6/8/2012,Oshawa,Ontario,TransCanada PipeLines Limited,Closed,43.95786,-78.60959,Operation,Not Applicable,Not Applicable,Not Applicable,2012,"Equipment Failure,External Interference","Human Factors,Maintenance",1,
INC2012-072,Fire,6/8/2012,Hardisty,Alberta,TransCanada Keystone Pipeline GP Ltd.,Closed,52.65396,-111.26847,Construction,Not Applicable,Not Applicable,Not Applicable,2012,Incorrect Operation,Maintenance,0,
INC2012-073,Release of Substance,6/13/2012,Nipigon,Ontario,TransCanada PipeLines Limited,Closed,49.29567,-88.10151,Operation,Not Provided,Natural Gas - Sweet,Gas,2012,Defect & Deterioration,Maintenance,1,
INC2012-074,Release of Substance,6/15/2012,Port Elgin,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.98763,-64.14375,Operation,Not Provided,Natural Gas - Sweet,Gas,2012,Defect & Deterioration,Maintenance,1,
INC2012-075,Release of Substance,6/15/2012,Fredericton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.98763,-64.14375,Operation,Not Provided,Natural Gas - Sweet,Gas,2012,Defect & Deterioration,Maintenance,1,
INC2012-078,"Serious Injury (NEB or TSB),Fire,Release of Substance",6/23/2012,Hudson's Hope,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.4714,-122.11376,Maintenance,Not Provided,Natural Gas - Sweet,Gas,2012,"Equipment Failure,External Interference","Human Factors,Maintenance,Standards and Procedures",1,Compression Station
INC2012-079,Release of Substance,6/27/2012,New Harbour,Nova Scotia,ExxonMobil Canada Properties,Closed,45.17195,-61.61551,Operation,Not Provided,Condensate,Liquid,2012,External Interference,Maintenance,1,Pipeline
INC2012-080,Explosion,6/28/2012,Fort McMurray,Alberta,NOVA Gas Transmission Ltd.,Closed,56.46368,-112.84413,Operation,Not Applicable,Not Applicable,Not Applicable,2012,Defect & Deterioration,"Maintenance,Standards and Procedures",1,Pipeline
INC2012-081,"Fire,Release of Substance",6/29/2012,Wonowon,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,57.06925,-121.63939,Operation,955000,Natural Gas - Sweet,Gas,2012,Corrosion & Cracking,"Engineering and Planning,Maintenance,Standards and Procedures",1,Pumping Station
INC2012-082,Release of Substance,6/29/2012,Charlie Lake,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.27789,-120.97802,Operation,Not Provided,Natural Gas - Sour,Gas,2012,Equipment Failure,Maintenance,1,
INC2012-083,Explosion,7/4/2012,Paddle Prairie,Alberta,TransCanada PipeLines Limited,Closed,57.87538,-118.41276,Operation,Not Applicable,Not Applicable,Not Applicable,2012,Defect & Deterioration,"Maintenance,Standards and Procedures",1,Pipeline
INC2012-084,Explosion,7/4/2012,Fox Creek,Alberta,NOVA Gas Transmission Ltd.,Closed,54.34676,-116.87305,Operation,Not Applicable,Not Applicable,Not Applicable,2012,Defect & Deterioration,"Maintenance,Standards and Procedures",1,
INC2012-086,Release of Substance,7/11/2012,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,54.83015,-118.64728,Maintenance,5,Natural Gas - Sweet,Gas,2012,Corrosion & Cracking,Maintenance,1,Pipeline
INC2012-088,Fire,2/2/2012,Rocky Mountain House,Alberta,NOVA Gas Transmission Ltd.,Closed,52.50498,-115.48418,Maintenance,Not Applicable,Not Applicable,Not Applicable,2012,Incorrect Operation,Human Factors,0,
INC2012-089,"Release of Substance,Adverse Environmental Effects",7/14/2012,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14632,-120.66908,Maintenance,Not Provided,Sulphur Dioxide,Miscellaneous,2012,Corrosion & Cracking,Engineering and Planning,1,
INC2012-090,Explosion,7/16/2012,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.36127,-119.75155,Operation,Not Applicable,Not Applicable,Not Applicable,2012,Defect & Deterioration,"Maintenance,Standards and Procedures",1,
INC2012-091,Release of Substance,7/18/2012,Grenfell,Saskatchewan,TransCanada PipeLines Limited,Closed,50.28593,-102.95152,Operation,Not Provided,Natural Gas - Sweet,Gas,2012,Defect & Deterioration,"Maintenance,Standards and Procedures",1,Pipeline
INC2012-092,Release of Substance,7/16/2012,Edmundston,New Brunswick,Twin Rivers Paper Company Inc.,Closed,47.35983,-68.32515,Operation,10,Pulp slurry,Miscellaneous,2012,To be determined,To be determined,0,
INC2012-093,Explosion,7/26/2012,Lodgepole,Alberta,NOVA Gas Transmission Ltd.,Closed,53.03778,-115.27248,Operation,Not Applicable,Not Applicable,Not Applicable,2012,Defect & Deterioration,"Maintenance,Standards and Procedures",1,
INC2012-095,Explosion,7/27/2012,Regina,Saskatchewan,TransCanada PipeLines Limited,Closed,50.40093,-104.77915,Operation,Not Applicable,Not Applicable,Not Applicable,2012,Defect & Deterioration,"Maintenance,Standards and Procedures",1,
INC2012-097,Fire,7/31/2012,Ignace,Ontario,TransCanada PipeLines Limited,Closed,49.48156,-91.95934,Operation,Not Applicable,Not Applicable,Not Applicable,2012,External Interference,Maintenance,1,Pipeline
INC2012-098,Release of Substance,8/1/2012,Douglastown,Ontario,TransCanada PipeLines Limited,Closed,43.00477,-79.05065,Operation,100,Natural Gas - Sweet,Gas,2012,Equipment Failure,Maintenance,1,Pipeline
INC2012-099,Release of Substance,8/3/2012,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Closed,45.27916,-66.09058,Operation,Not Provided,Natural Gas - Sweet,Gas,2012,"Defect & Deterioration,Equipment Failure",Maintenance,1,
